,Member_number,Date,itemDescription,year,month,day,day_of_week,ItemId,Value,Value Discount,ItensAvail.,Age,Lifetime Cross Sell Itens,GMV Lifetime,Orders,Time since Last Order,Vendors Seen Last 4 Weeks
31392,3848,2014-01-16,frozenvegetables,2014,1,16,3,8312,"17,00","0,00",4,24,7,97,24,12,6
31393,1682,2014-01-18,newspapers,2014,1,18,5,4998,"18,00","0,00",12,47,17,242,4,59,4
31394,1793,2014-09-30,chocolate,2014,9,30,1,2937,"8,00","2,00",6,36,6,166,3,86,14
31395,4831,2014-07-29,rolls/buns,2014,7,29,1,6555,"17,00","1,00",11,42,12,148,15,21,14
31396,3451,2014-08-06,yogurt,2014,8,6,2,9399,"10,00","1,00",6,24,8,79,3,48,9
31397,1791,2014-02-10,bottledwater,2014,2,10,0,1237,"12,00","0,00",7,32,10,69,22,30,9
31398,1352,2014-03-03,bottledwater,2014,3,3,0,1237,"12,00","0,00",7,52,18,113,23,9,15
31399,3003,2014-04-22,shoppingbags,2014,4,22,1,6796,"3,00","1,00",7,29,17,161,18,63,5
31400,2067,2014-03-07,brownbread,2014,3,7,4,198,"7,00","1,00",7,37,8,46,8,74,11
31401,2042,2014-12-19,newspapers,2014,12,19,4,4998,"18,00","0,00",12,33,11,53,19,80,16
31402,2303,2014-07-30,whitewine,2014,7,30,2,1850,"3,00","0,00",4,62,11,215,20,45,10
31403,1768,2014-07-22,buttermilk,2014,7,22,1,250,"9,00","2,00",8,28,7,46,12,65,11
31404,2139,2014-02-03,buttermilk,2014,2,3,0,250,"9,00","2,00",8,39,17,32,20,16,9
31405,1917,2014-09-10,curd,2014,9,10,2,1528,"17,00","0,00",5,37,11,15,12,77,10
31406,1418,2014-06-21,curd,2014,6,21,5,1528,"17,00","0,00",5,36,17,135,7,47,15
31407,2134,2014-01-17,bottledwater,2014,1,17,4,1237,"12,00","0,00",7,44,14,168,10,48,7
31408,3354,2014-05-14,femalesanitaryproducts,2014,5,14,2,6879,"8,00","2,00",5,42,16,160,10,60,5
31409,4109,2014-05-12,rolls/buns,2014,5,12,0,6555,"17,00","1,00",11,32,7,96,21,12,13
31410,1377,2014-11-12,tea,2014,11,12,2,2109,"17,00","0,00",5,37,17,108,24,62,7
31411,4360,2014-09-27,margarine,2014,9,27,5,5329,"12,00","2,00",6,34,8,15,6,45,16
31412,2590,2014-08-27,snackproducts,2014,8,27,2,3295,"12,00","0,00",9,30,3,186,25,50,5
31413,2358,2014-08-08,berries,2014,8,8,4,168,"18,00","0,00",10,53,17,213,8,38,9
31414,2191,2014-10-22,red/blushwine,2014,10,22,2,9613,"14,00","0,00",6,26,14,156,13,31,1
31415,2719,2014-12-18,rootvegetables,2014,12,18,3,7481,"10,00","0,00",15,18,18,17,1,71,4
31416,1908,2014-10-29,cannedbeer,2014,10,29,2,4344,"3,00","0,00",8,44,12,229,2,69,13
31417,1410,2014-11-02,bottledwater,2014,11,2,6,1237,"12,00","0,00",7,46,7,24,12,57,9
31418,2815,2014-05-08,yogurt,2014,5,8,3,9399,"10,00","1,00",6,36,9,233,2,29,10
31419,3304,2014-11-15,whitebread,2014,11,15,5,8504,"12,00","2,00",8,22,2,95,4,51,5
31420,1608,2014-01-14,icecream,2014,1,14,1,3061,"2,00","1,00",3,29,8,183,13,87,11
31421,1427,2014-04-02,red/blushwine,2014,4,2,2,9613,"14,00","0,00",6,37,3,72,15,2,7
31422,1709,2014-08-22,coffee,2014,8,22,4,5541,"8,00","1,00",14,25,6,186,23,22,16
31423,1342,2014-08-20,margarine,2014,8,20,2,5329,"12,00","2,00",6,30,10,187,11,66,1
31424,3593,2014-11-03,dishcleaner,2014,11,3,0,2866,"12,00","1,00",4,25,11,222,3,32,4
31425,1057,2014-08-06,UHT-milk,2014,8,6,2,5706,"5,00","1,00",12,47,12,233,11,27,10
31426,2288,2014-10-16,fruit/vegetablejuice,2014,10,16,3,5361,"9,00","2,00",15,62,13,166,10,63,14
31427,1922,2014-07-11,rootvegetables,2014,7,11,4,7481,"10,00","0,00",15,45,5,250,8,89,1
31428,3166,2014-06-22,specialtybar,2014,6,22,6,515,"8,00","0,00",8,37,11,72,19,79,12
31429,3733,2014-05-23,butter,2014,5,23,4,1941,"18,00","1,00",13,59,15,218,19,17,5
31430,1837,2014-02-27,longlifebakeryproduct,2014,2,27,3,2633,"12,00","1,00",13,47,1,182,1,35,10
31431,2619,2014-12-24,wholemilk,2014,12,24,2,5497,"4,00","2,00",9,50,11,129,15,82,16
31432,1657,2014-04-29,frozenmeals,2014,4,29,1,833,"9,00","1,00",12,27,5,221,20,35,10
31433,3919,2014-08-02,bottledbeer,2014,8,2,5,4817,"5,00","0,00",6,24,4,38,21,55,4
31434,2354,2014-08-20,Instantfoodproducts,2014,8,20,2,8704,"6,00","2,00",9,27,18,128,12,14,9
31435,4018,2014-11-23,napkins,2014,11,23,6,5025,"11,00","0,00",13,47,8,187,6,15,6
31436,4968,2014-05-11,cannedvegetables,2014,5,11,6,4130,"8,00","1,00",14,37,5,203,22,43,6
31437,1050,2014-02-15,beverages,2014,2,15,5,9692,"8,00","1,00",7,20,13,132,4,67,9
31438,1540,2014-11-27,pastry,2014,11,27,3,1952,"12,00","1,00",3,34,5,147,5,24,14
31439,1101,2014-12-25,sparklingwine,2014,12,25,3,2604,"15,00","2,00",9,51,8,73,19,39,14
31440,4354,2014-07-30,grapes,2014,7,30,2,7532,"16,00","2,00",11,52,7,235,7,71,3
31441,2038,2014-07-23,pastry,2014,7,23,2,1952,"12,00","1,00",3,46,4,72,24,30,7
31442,2853,2014-10-26,semi-finishedbread,2014,10,26,6,1412,"15,00","0,00",9,46,5,243,11,76,7
31443,4830,2014-04-01,icecream,2014,4,1,1,3061,"2,00","1,00",3,46,18,193,24,61,7
31444,4434,2014-11-29,chocolate,2014,11,29,5,2937,"8,00","2,00",6,33,14,187,9,33,8
31445,2400,2014-08-03,whitebread,2014,8,3,6,8504,"12,00","2,00",8,61,2,251,22,75,15
31446,3918,2014-03-20,napkins,2014,3,20,3,5025,"11,00","0,00",13,19,13,177,8,74,3
31447,1062,2014-01-26,sauces,2014,1,26,6,6419,"3,00","1,00",9,29,13,246,5,25,2
31448,1866,2014-08-14,othervegetables,2014,8,14,3,2738,"15,00","0,00",12,61,11,46,4,75,11
31449,3389,2014-07-20,newspapers,2014,7,20,6,4998,"18,00","0,00",12,56,3,50,13,29,16
31450,3082,2014-05-21,fruit/vegetablejuice,2014,5,21,2,5361,"9,00","2,00",15,22,8,209,25,61,8
31451,4363,2014-05-30,coffee,2014,5,30,4,5541,"8,00","1,00",14,34,1,245,1,61,5
31452,1941,2014-01-29,rolls/buns,2014,1,29,2,6555,"17,00","1,00",11,41,15,229,7,35,6
31453,3932,2014-07-05,bottledbeer,2014,7,5,5,4817,"5,00","0,00",6,47,14,167,16,25,13
31454,3787,2014-02-03,pasta,2014,2,3,0,2752,"12,00","1,00",13,52,13,128,13,48,2
31455,2196,2014-06-28,slicedcheese,2014,6,28,5,1989,"9,00","0,00",15,32,8,98,18,80,12
31456,1587,2014-01-09,skincare,2014,1,9,3,901,"10,00","0,00",11,18,13,62,7,12,7
31457,4066,2014-01-11,chewinggum,2014,1,11,5,6781,"18,00","0,00",15,36,2,41,22,42,13
31458,2733,2014-05-05,bottledwater,2014,5,5,0,1237,"12,00","0,00",7,52,14,167,20,51,2
31459,4656,2014-06-19,catfood,2014,6,19,3,2117,"15,00","0,00",12,59,7,114,8,47,13
31460,3107,2014-12-12,waffles,2014,12,12,4,4176,"10,00","2,00",6,60,8,78,17,79,13
31461,1171,2014-01-03,whipped/sourcream,2014,1,3,4,8554,"12,00","2,00",14,43,15,160,12,77,6
31462,3321,2014-04-19,saltysnack,2014,4,19,5,8797,"17,00","2,00",4,27,5,215,23,65,6
31463,3908,2014-04-27,pastry,2014,4,27,6,1952,"12,00","1,00",3,31,12,23,9,78,7
31464,2916,2014-06-12,bottledbeer,2014,6,12,3,4817,"5,00","0,00",6,46,4,28,22,37,9
31465,2334,2014-03-02,rolls/buns,2014,3,2,6,6555,"17,00","1,00",11,50,18,73,6,66,6
31466,1736,2014-10-09,longlifebakeryproduct,2014,10,9,3,2633,"12,00","1,00",13,25,13,229,2,35,13
31467,2663,2014-05-13,bottledwater,2014,5,13,1,1237,"12,00","0,00",7,54,16,15,19,64,2
31468,2689,2014-08-27,curd,2014,8,27,2,1528,"17,00","0,00",5,31,17,29,13,1,11
31469,1174,2014-12-29,clingfilm/bags,2014,12,29,0,7494,"3,00","0,00",7,19,17,157,12,5,14
31470,3194,2014-10-22,soda,2014,10,22,2,9166,"8,00","1,00",13,28,5,217,21,18,1
31471,1661,2014-08-29,frozenfruits,2014,8,29,4,7719,"5,00","1,00",3,52,14,240,8,15,15
31472,4956,2014-11-20,potplants,2014,11,20,3,2675,"11,00","1,00",14,21,16,140,15,8,13
31473,3668,2014-11-08,fruit/vegetablejuice,2014,11,8,5,5361,"9,00","2,00",15,31,6,43,11,87,12
31474,3816,2014-10-24,packagedfruit/vegetables,2014,10,24,4,5634,"14,00","1,00",12,26,12,114,2,73,6
31475,3077,2014-05-15,curd,2014,5,15,3,1528,"17,00","0,00",5,39,1,229,2,38,8
31476,2542,2014-01-01,bottledwater,2014,1,1,2,1237,"12,00","0,00",7,52,16,47,20,9,10
31477,1245,2014-12-07,softcheese,2014,12,7,6,1308,"5,00","0,00",8,42,9,38,8,41,1
31478,3571,2014-03-02,curd,2014,3,2,6,1528,"17,00","0,00",5,60,4,174,24,51,11
31479,1427,2014-12-02,cannedfish,2014,12,2,1,4721,"9,00","1,00",10,37,3,72,15,2,7
31480,3050,2014-11-11,waffles,2014,11,11,1,4176,"10,00","2,00",6,35,5,255,24,20,8
31481,2550,2014-02-27,wholemilk,2014,2,27,3,5497,"4,00","2,00",9,56,1,70,6,40,6
31482,3524,2014-05-09,dessert,2014,5,9,4,4713,"15,00","1,00",14,33,16,37,25,14,2
31483,4626,2014-02-07,pastry,2014,2,7,4,1952,"12,00","1,00",3,51,8,93,5,33,8
31484,2178,2014-04-14,rootvegetables,2014,4,14,0,7481,"10,00","0,00",15,48,8,94,15,18,16
31485,1526,2014-07-21,shoppingbags,2014,7,21,0,6796,"3,00","1,00",7,62,5,33,15,44,9
31486,3075,2014-09-02,hardcheese,2014,9,2,1,2800,"17,00","2,00",7,27,18,181,18,71,12
31487,1381,2014-01-01,soda,2014,1,1,2,9166,"8,00","1,00",13,34,16,125,11,40,11
31488,2361,2014-04-01,whipped/sourcream,2014,4,1,1,8554,"12,00","2,00",14,40,3,216,13,53,7
31489,3507,2014-09-08,UHT-milk,2014,9,8,0,5706,"5,00","1,00",12,27,10,169,15,1,11
31490,1225,2014-03-03,curd,2014,3,3,0,1528,"17,00","0,00",5,20,14,45,16,15,15
31491,4745,2014-03-28,bottledwater,2014,3,28,4,1237,"12,00","0,00",7,54,11,92,19,70,6
31492,4623,2014-06-25,frozenvegetables,2014,6,25,2,8312,"17,00","0,00",4,40,18,64,21,29,13
31493,2727,2014-05-29,bottledbeer,2014,5,29,3,4817,"5,00","0,00",6,24,2,179,23,50,3
31494,4147,2014-08-25,napkins,2014,8,25,0,5025,"11,00","0,00",13,26,10,121,12,49,14
31495,4223,2014-03-20,frozenmeals,2014,3,20,3,833,"9,00","1,00",12,59,10,226,6,17,14
31496,2604,2014-03-04,buttermilk,2014,3,4,1,250,"9,00","2,00",8,46,18,240,2,81,12
31497,2591,2014-10-12,rootvegetables,2014,10,12,6,7481,"10,00","0,00",15,55,8,32,18,63,3
31498,3662,2014-02-16,bottledwater,2014,2,16,6,1237,"12,00","0,00",7,48,3,54,23,81,9
31499,3719,2014-03-10,rolls/buns,2014,3,10,0,6555,"17,00","1,00",11,53,13,240,2,30,14
31500,2535,2014-01-04,rolls/buns,2014,1,4,5,6555,"17,00","1,00",11,23,13,161,25,91,2
31501,2323,2014-06-09,napkins,2014,6,9,0,5025,"11,00","0,00",13,43,9,187,14,29,2
31502,2003,2014-11-30,bakingpowder,2014,11,30,6,8868,"11,00","1,00",12,19,13,173,1,33,16
31503,4646,2014-03-30,dishes,2014,3,30,6,431,"15,00","1,00",10,24,5,254,22,41,9
31504,3277,2014-10-31,othervegetables,2014,10,31,4,2738,"15,00","0,00",12,57,11,55,25,39,16
31505,1910,2014-05-20,othervegetables,2014,5,20,1,2738,"15,00","0,00",12,52,1,217,13,47,2
31506,2521,2014-03-22,pastry,2014,3,22,5,1952,"12,00","1,00",3,59,4,176,4,44,12
31507,4510,2014-10-22,rolls/buns,2014,10,22,2,6555,"17,00","1,00",11,26,6,251,22,20,2
31508,4451,2014-11-23,fruit/vegetablejuice,2014,11,23,6,5361,"9,00","2,00",15,55,4,168,1,21,13
31509,3539,2014-09-05,tropicalfruit,2014,9,5,4,1376,"9,00","2,00",15,21,18,51,24,16,9
31510,3206,2014-07-07,domesticeggs,2014,7,7,0,104,"6,00","0,00",3,49,11,146,7,23,15
31511,1748,2014-12-03,rootvegetables,2014,12,3,2,7481,"10,00","0,00",15,44,2,167,6,35,12
31512,4554,2014-07-20,napkins,2014,7,20,6,5025,"11,00","0,00",13,40,17,153,19,23,10
31513,4449,2014-09-25,brownbread,2014,9,25,3,198,"7,00","1,00",7,23,12,94,21,4,7
31514,1932,2014-02-08,catfood,2014,2,8,5,2117,"15,00","0,00",12,30,2,79,10,71,11
31515,4228,2014-06-26,brownbread,2014,6,26,3,198,"7,00","1,00",7,52,4,157,16,30,3
31516,1190,2014-10-09,specialtychocolate,2014,10,9,3,2822,"17,00","1,00",6,28,16,73,15,1,3
31517,1814,2014-06-28,othervegetables,2014,6,28,5,2738,"15,00","0,00",12,45,12,153,19,17,6
31518,1815,2014-06-27,butter,2014,6,27,4,1941,"18,00","1,00",13,48,12,117,24,75,3
31519,4637,2014-08-28,rolls/buns,2014,8,28,3,6555,"17,00","1,00",11,48,15,218,21,63,13
31520,4712,2014-12-14,whipped/sourcream,2014,12,14,6,8554,"12,00","2,00",14,37,1,61,2,69,12
31521,4539,2014-03-31,brownbread,2014,3,31,0,198,"7,00","1,00",7,60,4,69,13,81,5
31522,2388,2014-11-19,shoppingbags,2014,11,19,2,6796,"3,00","1,00",7,52,16,70,3,61,10
31523,2131,2014-09-22,rolls/buns,2014,9,22,0,6555,"17,00","1,00",11,28,8,59,19,56,10
31524,1422,2014-02-26,rolls/buns,2014,2,26,2,6555,"17,00","1,00",11,28,17,143,7,57,14
31525,1304,2014-07-06,othervegetables,2014,7,6,6,2738,"15,00","0,00",12,30,8,48,3,56,6
31526,2269,2014-05-26,bottledwater,2014,5,26,0,1237,"12,00","0,00",7,35,1,110,17,70,4
31527,4288,2014-06-20,frozenpotatoproducts,2014,6,20,4,8252,"5,00","0,00",12,32,5,157,19,7,5
31528,1061,2014-10-23,dessert,2014,10,23,3,4713,"15,00","1,00",14,18,10,211,6,16,12
31529,4093,2014-08-07,whitebread,2014,8,7,3,8504,"12,00","2,00",8,22,14,208,15,90,12
31530,4937,2014-09-30,hardcheese,2014,9,30,1,2800,"17,00","2,00",7,37,8,24,17,13,7
31531,1384,2014-09-28,clingfilm/bags,2014,9,28,6,7494,"3,00","0,00",7,28,12,40,21,58,11
31532,3442,2014-02-03,brandy,2014,2,3,0,8574,"16,00","1,00",7,52,12,68,25,6,6
31533,1446,2014-02-09,rolls/buns,2014,2,9,6,6555,"17,00","1,00",11,25,18,149,25,42,14
31534,3901,2014-02-14,wholemilk,2014,2,14,4,5497,"4,00","2,00",9,46,8,185,18,14,13
31535,1002,2014-09-02,othervegetables,2014,9,2,1,2738,"15,00","0,00",12,51,6,198,24,92,6
31536,4437,2014-04-11,specialtychocolate,2014,4,11,4,2822,"17,00","1,00",6,62,1,60,9,1,7
31537,3905,2014-11-05,soda,2014,11,5,2,9166,"8,00","1,00",13,36,3,152,14,71,11
31538,2956,2014-10-23,creamcheese,2014,10,23,3,1084,"15,00","0,00",11,41,2,59,2,35,3
31539,3090,2014-01-23,chewinggum,2014,1,23,3,6781,"18,00","0,00",15,31,5,252,21,70,4
31540,3305,2014-08-24,shoppingbags,2014,8,24,6,6796,"3,00","1,00",7,45,11,159,21,6,11
31541,2893,2014-04-16,pickledvegetables,2014,4,16,2,4810,"8,00","2,00",3,30,4,223,19,68,10
31542,3916,2014-05-22,onions,2014,5,22,3,4002,"17,00","2,00",7,28,10,246,8,35,9
31543,1770,2014-04-23,wholemilk,2014,4,23,2,5497,"4,00","2,00",9,47,12,114,21,42,10
31544,1303,2014-10-28,pastry,2014,10,28,1,1952,"12,00","1,00",3,52,11,158,14,4,5
31545,2846,2014-10-26,shoppingbags,2014,10,26,6,6796,"3,00","1,00",7,50,5,20,17,25,6
31546,4143,2014-01-14,othervegetables,2014,1,14,1,2738,"15,00","0,00",12,38,15,111,11,13,1
31547,3166,2014-08-11,othervegetables,2014,8,11,0,2738,"15,00","0,00",12,37,11,72,19,79,12
31548,2679,2014-08-31,soda,2014,8,31,6,9166,"8,00","1,00",13,22,6,214,21,55,8
31549,3229,2014-11-16,coffee,2014,11,16,6,5541,"8,00","1,00",14,26,3,89,22,10,13
31550,4720,2014-06-20,bottledwater,2014,6,20,4,1237,"12,00","0,00",7,62,8,124,14,14,8
31551,3227,2014-07-21,yogurt,2014,7,21,0,9399,"10,00","1,00",6,30,3,178,5,43,6
31552,2463,2014-01-14,soda,2014,1,14,1,9166,"8,00","1,00",13,34,9,200,24,28,15
31553,4079,2014-03-18,curd,2014,3,18,1,1528,"17,00","0,00",5,59,2,179,2,21,9
31554,4234,2014-10-06,wholemilk,2014,10,6,0,5497,"4,00","2,00",9,42,13,95,1,83,11
31555,4487,2014-07-29,curd,2014,7,29,1,1528,"17,00","0,00",5,50,7,34,21,71,12
31556,2925,2014-08-25,salt,2014,8,25,0,5801,"16,00","0,00",12,47,12,123,23,92,7
31557,2638,2014-06-01,misc.beverages,2014,6,1,6,986,"16,00","0,00",9,60,16,169,21,4,12
31558,3543,2014-09-13,processedcheese,2014,9,13,5,2959,"14,00","0,00",12,53,7,80,19,84,11
31559,2763,2014-05-18,whipped/sourcream,2014,5,18,6,8554,"12,00","2,00",14,34,18,228,24,4,14
31560,1331,2014-06-04,fruit/vegetablejuice,2014,6,4,2,5361,"9,00","2,00",15,41,18,118,13,68,11
31561,4338,2014-09-10,pipfruit,2014,9,10,2,4936,"17,00","1,00",11,40,5,240,22,33,4
31562,3268,2014-03-11,clingfilm/bags,2014,3,11,1,7494,"3,00","0,00",7,40,3,79,11,35,8
31563,3985,2014-06-22,cakebar,2014,6,22,6,8356,"17,00","2,00",8,47,15,191,20,57,4
31564,4659,2014-01-22,rootvegetables,2014,1,22,2,7481,"10,00","0,00",15,32,8,210,23,71,13
31565,1838,2014-06-19,saltysnack,2014,6,19,3,8797,"17,00","2,00",4,37,5,232,5,88,9
31566,1652,2014-06-19,curd,2014,6,19,3,1528,"17,00","0,00",5,46,8,84,13,90,1
31567,3737,2014-03-01,shoppingbags,2014,3,1,5,6796,"3,00","1,00",7,33,8,171,7,12,4
31568,1886,2014-09-13,chocolatemarshmallow,2014,9,13,5,4034,"3,00","2,00",5,56,8,151,10,42,3
31569,4784,2014-10-28,softcheese,2014,10,28,1,1308,"5,00","0,00",8,60,1,24,17,34,16
31570,4546,2014-10-18,pickledvegetables,2014,10,18,5,4810,"8,00","2,00",3,41,3,206,1,1,5
31571,1471,2014-07-31,butter,2014,7,31,3,1941,"18,00","1,00",13,21,16,215,10,37,16
31572,4084,2014-04-19,margarine,2014,4,19,5,5329,"12,00","2,00",6,45,17,134,14,10,4
31573,2040,2014-10-04,hardcheese,2014,10,4,5,2800,"17,00","2,00",7,28,3,57,13,74,5
31574,1797,2014-01-18,chocolatemarshmallow,2014,1,18,5,4034,"3,00","2,00",5,21,4,231,16,57,15
31575,3076,2014-02-22,soda,2014,2,22,5,9166,"8,00","1,00",13,51,13,157,17,42,10
31576,4975,2014-10-02,curd,2014,10,2,3,1528,"17,00","0,00",5,43,10,188,20,84,15
31577,3526,2014-10-07,yogurt,2014,10,7,1,9399,"10,00","1,00",6,21,16,218,20,28,8
31578,4571,2014-08-25,dessert,2014,8,25,0,4713,"15,00","1,00",14,56,14,45,17,60,5
31579,3476,2014-02-04,pastry,2014,2,4,1,1952,"12,00","1,00",3,18,9,209,14,25,5
31580,4398,2014-08-28,cannedbeer,2014,8,28,3,4344,"3,00","0,00",8,58,3,188,10,63,12
31581,3115,2014-09-22,frozenfish,2014,9,22,0,3069,"7,00","1,00",7,53,15,102,10,31,9
31582,2707,2014-03-18,detergent,2014,3,18,1,4155,"8,00","0,00",9,28,12,102,8,80,1
31583,1774,2014-09-15,syrup,2014,9,15,0,8879,"2,00","0,00",3,22,2,171,17,85,14
31584,2012,2014-04-08,buttermilk,2014,4,8,1,250,"9,00","2,00",8,56,2,195,23,82,10
31585,4981,2014-02-26,specialtychocolate,2014,2,26,2,2822,"17,00","1,00",6,46,8,83,1,64,9
31586,4427,2014-09-01,salt,2014,9,1,0,5801,"16,00","0,00",12,25,11,116,10,59,11
31587,3499,2014-02-12,sugar,2014,2,12,2,2150,"12,00","0,00",12,21,13,144,8,82,2
31588,3020,2014-08-12,potplants,2014,8,12,1,2675,"11,00","1,00",14,18,9,223,23,71,2
31589,2854,2014-07-15,pipfruit,2014,7,15,1,4936,"17,00","1,00",11,51,14,200,5,30,1
31590,3624,2014-12-05,hardcheese,2014,12,5,4,2800,"17,00","2,00",7,48,7,229,9,1,12
31591,3909,2014-06-09,yogurt,2014,6,9,0,9399,"10,00","1,00",6,44,13,137,13,12,15
31592,3517,2014-07-20,chocolatemarshmallow,2014,7,20,6,4034,"3,00","2,00",5,42,17,179,9,52,14
31593,3499,2014-08-16,curd,2014,8,16,5,1528,"17,00","0,00",5,21,13,144,8,82,2
31594,4182,2014-01-17,slicedcheese,2014,1,17,4,1989,"9,00","0,00",15,54,14,16,23,56,9
31595,2379,2014-01-06,brownbread,2014,1,6,0,198,"7,00","1,00",7,62,3,127,9,16,3
31596,2074,2014-08-27,candy,2014,8,27,2,2991,"6,00","2,00",7,28,15,207,3,58,7
31597,2790,2014-03-03,berries,2014,3,3,0,168,"18,00","0,00",10,43,3,129,12,17,15
31598,4190,2014-07-12,shoppingbags,2014,7,12,5,6796,"3,00","1,00",7,26,16,42,16,89,10
31599,4938,2014-01-09,dessert,2014,1,9,3,4713,"15,00","1,00",14,22,14,88,2,14,11
31600,4984,2014-06-14,soups,2014,6,14,5,2675,"6,00","2,00",3,39,1,76,10,71,4
31601,4589,2014-09-11,wholemilk,2014,9,11,3,5497,"4,00","2,00",9,30,13,207,17,89,10
31602,4932,2014-03-21,rootvegetables,2014,3,21,4,7481,"10,00","0,00",15,54,17,121,9,50,14
31603,2751,2014-11-03,femalesanitaryproducts,2014,11,3,0,6879,"8,00","2,00",5,19,14,215,13,83,2
31604,4663,2014-03-13,domesticeggs,2014,3,13,3,104,"6,00","0,00",3,54,9,149,4,23,11
31605,1460,2014-07-05,yogurt,2014,7,5,5,9399,"10,00","1,00",6,49,17,81,23,31,7
31606,4986,2014-06-10,dessert,2014,6,10,1,4713,"15,00","1,00",14,46,13,165,10,46,16
31607,1310,2014-11-22,saltysnack,2014,11,22,5,8797,"17,00","2,00",4,43,12,183,2,21,16
31608,2161,2014-04-05,shoppingbags,2014,4,5,5,6796,"3,00","1,00",7,44,13,64,15,67,11
31609,1526,2014-02-18,othervegetables,2014,2,18,1,2738,"15,00","0,00",12,62,5,33,15,44,9
31610,1026,2014-06-18,longlifebakeryproduct,2014,6,18,2,2633,"12,00","1,00",13,59,4,148,25,36,5
31611,1041,2014-07-07,dessert,2014,7,7,0,4713,"15,00","1,00",14,45,1,196,14,44,11
31612,3065,2014-02-23,yogurt,2014,2,23,6,9399,"10,00","1,00",6,33,5,34,20,20,12
31613,3846,2014-11-07,wholemilk,2014,11,7,4,5497,"4,00","2,00",9,38,1,197,16,92,4
31614,3672,2014-09-30,rootvegetables,2014,9,30,1,7481,"10,00","0,00",15,54,3,144,10,53,7
31615,3971,2014-11-11,wholemilk,2014,11,11,1,5497,"4,00","2,00",9,41,6,135,5,27,11
31616,1733,2014-02-07,butter,2014,2,7,4,1941,"18,00","1,00",13,44,18,233,17,91,14
31617,4289,2014-05-09,onions,2014,5,9,4,4002,"17,00","2,00",7,58,15,131,8,62,2
31618,3200,2014-07-09,berries,2014,7,9,2,168,"18,00","0,00",10,61,6,32,6,74,6
31619,1109,2014-06-19,wholemilk,2014,6,19,3,5497,"4,00","2,00",9,21,11,227,12,46,15
31620,3224,2014-10-06,soda,2014,10,6,0,9166,"8,00","1,00",13,55,8,16,15,28,2
31621,2851,2014-11-14,onions,2014,11,14,4,4002,"17,00","2,00",7,28,18,61,14,65,12
31622,4085,2014-07-30,slicedcheese,2014,7,30,2,1989,"9,00","0,00",15,54,10,26,20,28,1
31623,1654,2014-06-04,frozendessert,2014,6,4,2,7619,"3,00","1,00",13,54,7,53,7,33,5
31624,3907,2014-09-05,othervegetables,2014,9,5,4,2738,"15,00","0,00",12,52,9,251,2,10,5
31625,4338,2014-04-21,rice,2014,4,21,0,4113,"15,00","0,00",4,40,5,240,22,33,4
31626,4670,2014-01-28,wholemilk,2014,1,28,1,5497,"4,00","2,00",9,24,13,24,6,14,13
31627,3905,2014-09-06,bottledbeer,2014,9,6,5,4817,"5,00","0,00",6,36,3,152,14,71,11
31628,4443,2014-01-31,wholemilk,2014,1,31,4,5497,"4,00","2,00",9,44,7,41,22,64,6
31629,4667,2014-04-09,fruit/vegetablejuice,2014,4,9,2,5361,"9,00","2,00",15,36,18,239,2,36,7
31630,4504,2014-08-03,soda,2014,8,3,6,9166,"8,00","1,00",13,60,16,198,21,68,10
31631,1328,2014-06-06,bottledbeer,2014,6,6,4,4817,"5,00","0,00",6,25,2,180,5,19,12
31632,1442,2014-02-28,margarine,2014,2,28,4,5329,"12,00","2,00",6,59,3,170,2,67,1
31633,4269,2014-06-29,whipped/sourcream,2014,6,29,6,8554,"12,00","2,00",14,31,10,58,24,63,4
31634,4722,2014-12-02,yogurt,2014,12,2,1,9399,"10,00","1,00",6,19,9,110,7,48,6
31635,3151,2014-10-13,domesticeggs,2014,10,13,0,104,"6,00","0,00",3,34,13,132,14,36,1
31636,4371,2014-02-06,domesticeggs,2014,2,6,3,104,"6,00","0,00",3,32,10,34,16,32,8
31637,2068,2014-08-22,rolls/buns,2014,8,22,4,6555,"17,00","1,00",11,36,18,150,23,69,9
31638,4353,2014-02-09,rootvegetables,2014,2,9,6,7481,"10,00","0,00",15,27,13,120,12,18,4
31639,3851,2014-03-08,othervegetables,2014,3,8,5,2738,"15,00","0,00",12,36,18,16,25,80,3
31640,4743,2014-05-15,othervegetables,2014,5,15,3,2738,"15,00","0,00",12,19,13,55,25,33,7
31641,4083,2014-08-15,chocolate,2014,8,15,4,2937,"8,00","2,00",6,60,1,193,24,43,15
31642,1125,2014-09-12,margarine,2014,9,12,4,5329,"12,00","2,00",6,47,8,180,24,14,2
31643,2293,2014-05-31,shoppingbags,2014,5,31,5,6796,"3,00","1,00",7,35,14,197,21,37,8
31644,3365,2014-10-17,buttermilk,2014,10,17,4,250,"9,00","2,00",8,47,17,41,21,70,12
31645,2341,2014-12-09,soda,2014,12,9,1,9166,"8,00","1,00",13,41,6,90,22,28,14
31646,3115,2014-05-26,sugar,2014,5,26,0,2150,"12,00","0,00",12,53,15,102,10,31,9
31647,4044,2014-06-30,othervegetables,2014,6,30,0,2738,"15,00","0,00",12,31,6,67,11,62,7
31648,1609,2014-07-07,butter,2014,7,7,0,1941,"18,00","1,00",13,38,3,123,21,54,2
31649,1413,2014-07-14,cannedbeer,2014,7,14,0,4344,"3,00","0,00",8,18,6,146,1,91,3
